Rk,Player,Date,Age,Team,Sep,Opp,Result,GS,MP,FG,FGA,FGper,TwoP,TwoPA,TwoPper,ThreeP,ThreePA,ThreePper,FT,FTA,FTper,TSper,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,Pos,Player_additional
44,Kobe Bryant,1997-02-21,18-182,LAL,,VAN,W 99-91,0,5,1,1,1.000,1,1,1.000,0,0,,0,0,,1.000,0,1,1,0,0,0,2,0,2,0.0,-21.5,G-F,bryanko01
45,Kobe Bryant,1997-02-23,18-184,LAL,,NYK,L 121-127 (2OT),0,4,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,0,1,1,0,0,0,0,1,0,-1.5,-30.5,G-F,bryanko01
46,Kobe Bryant,1997-02-28,18-189,LAL,@,ATL,L 75-86,0,1,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,0,0,0,0,0,0,0,0,-0.7,-30.8,G-F,bryanko01
47,Kobe Bryant,1997-03-02,18-191,LAL,@,IND,L 85-101,0,21,4,9,.444,4,8,.500,0,1,.000,2,2,1.000,.506,1,0,1,1,0,0,1,1,10,5.3,-5.7,G-F,bryanko01
48,Kobe Bryant,1997-03-04,18-193,LAL,@,DAL,W 102-92,0,6,0,2,.000,0,1,.000,0,1,.000,0,0,,.000,1,1,2,0,0,0,0,0,0,-0.4,-13.6,G-F,bryanko01
49,Kobe Bryant,1997-03-07,18-196,LAL,,HOU,L 90-111,0,17,3,10,.300,3,6,.500,0,4,.000,2,2,1.000,.368,0,1,1,1,1,0,1,1,8,2.8,-10.4,G-F,bryanko01
50,Kobe Bryant,1997-03-09,18-198,LAL,,NJN,W 115-105,0,26,3,6,.500,2,3,.667,1,3,.333,5,5,1.000,.732,1,1,2,2,2,1,0,3,12,12.9,8.3,G-F,bryanko01
51,Kobe Bryant,1997-03-12,18-201,LAL,,GSW,W 109-101,0,18,6,10,.600,2,4,.500,4,6,.667,2,3,.667,.795,1,0,1,0,3,0,3,4,18,12.1,15.3,G-F,bryanko01
52,Kobe Bryant,1997-03-14,18-203,LAL,,LAC,L 95-97,0,26,6,13,.462,3,9,.333,3,4,.750,1,2,.500,.576,2,2,4,1,3,0,1,2,16,12.8,11.8,G-F,bryanko01
53,Kobe Bryant,1997-03-16,18-205,LAL,,TOR,W 98-90 (OT),0,23,2,9,.222,0,2,.000,2,7,.286,4,4,1.000,.465,1,4,5,1,0,0,1,2,10,5.3,-2.0,G-F,bryanko01
54,Kobe Bryant,1997-03-17,18-206,LAL,@,DEN,W 113-94,0,10,3,7,.429,1,3,.333,2,4,.500,0,0,,.571,0,0,0,1,2,0,1,0,8,6.0,11.1,G-F,bryanko01
55,Kobe Bryant,1997-03-20,18-209,LAL,@,CLE,W 89-76,0,3,0,1,.000,0,1,.000,0,0,,0,0,,.000,0,1,1,1,0,0,2,1,0,-2.1,-51.0,G-F,bryanko01
56,Kobe Bryant,1997-03-21,18-210,LAL,@,MIA,L 97-98,0,3,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,0.0,-8.7,G-F,bryanko01
57,Kobe Bryant,1997-03-23,18-212,LAL,@,ORL,L 84-110,0,19,3,6,.500,3,5,.600,0,1,.000,2,2,1.000,.581,1,1,2,4,0,0,4,1,8,4.4,-5.4,G-F,bryanko01
58,Kobe Bryant,1997-03-24,18-213,LAL,@,NJN,W 109-84,0,9,2,3,.667,2,3,.667,0,0,,2,3,.667,.694,1,0,1,0,0,0,1,0,6,4.0,-0.5,G-F,bryanko01
59,Kobe Bryant,1997-03-26,18-215,LAL,,MIL,W 106-84,1,32,7,14,.500,5,10,.500,2,4,.500,3,4,.750,.603,0,1,1,4,2,0,1,1,19,15.3,8.9,G-F,bryanko01
60,Kobe Bryant,1997-03-27,18-216,LAL,@,VAN,W 102-98 (OT),1,43,6,16,.375,5,11,.455,1,5,.200,7,7,1.000,.524,4,4,8,4,3,0,3,3,20,16.8,2.9,G-F,bryanko01
61,Kobe Bryant,1997-04-01,18-221,LAL,@,SEA,W 99-97,0,12,4,5,.800,3,4,.750,1,1,1.000,0,0,,.900,0,1,1,1,0,0,2,5,9,4.1,-0.1,G-F,bryanko01
62,Kobe Bryant,1997-04-02,18-222,LAL,,DEN,W 110-85,0,16,2,6,.333,2,6,.333,0,0,,2,2,1.000,.436,1,2,3,3,1,0,1,1,6,5.6,-3.0,G-F,bryanko01
63,Kobe Bryant,1997-04-04,18-224,LAL,,SAS,L 83-94,0,17,4,6,.667,4,5,.800,0,1,.000,7,7,1.000,.826,0,0,0,3,0,0,3,2,15,10.7,9.9,G-F,bryanko01
64,Kobe Bryant,1997-04-06,18-226,LAL,,DAL,W 87-80,0,22,3,9,.333,1,5,.200,2,4,.500,5,5,1.000,.580,1,1,2,3,3,0,1,3,13,11.8,9.0,G-F,bryanko01
65,Kobe Bryant,1997-04-08,18-228,LAL,@,GSW,W 109-85,0,25,9,11,.818,7,8,.875,2,3,.667,4,7,.571,.852,1,1,2,3,1,0,5,3,24,16.6,5.9,G-F,bryanko01
66,Kobe Bryant,1997-04-09,18-229,LAL,@,UTA,L 89-101,0,33,3,12,.250,2,10,.200,1,2,.500,4,6,.667,.376,1,1,2,3,1,0,2,2,11,4.3,-6.2,G-F,bryanko01
67,Kobe Bryant,1997-04-11,18-231,LAL,,PHO,W 114-98,1,28,3,7,.429,2,5,.400,1,2,.500,0,0,,.500,1,0,1,1,1,0,1,2,7,3.9,-5.3,G-F,bryanko01
68,Kobe Bryant,1997-04-13,18-233,LAL,,UTA,W 100-98,0,16,3,5,.600,3,4,.750,0,1,.000,6,6,1.000,.785,1,0,1,4,0,1,1,0,12,12.9,22.3,G-F,bryanko01
69,Kobe Bryant,1997-04-17,18-237,LAL,,SAC,W 108-99,0,16,1,4,.250,1,3,.333,0,1,.000,1,2,.500,.307,0,2,2,1,1,0,3,2,3,-1.3,-19.1,G-F,bryanko01
70,Kobe Bryant,1997-04-18,18-238,LAL,@,LAC,W 123-95,0,15,0,0,,0,0,,0,0,,5,8,.625,.710,0,1,1,2,0,0,2,1,5,3.1,-4.2,G-F,bryanko01
71,Kobe Bryant,1997-04-20,18-240,LAL,@,POR,L 96-100,0,4,0,0,,0,0,,0,0,,2,2,1.000,1.136,0,1,1,1,0,1,2,0,2,1.7,7.3,G-F,bryanko01
72,Kobe Bryant,1997-10-31,19-069,LAL,,UTA,W 104-87,0,33,5,13,.385,5,11,.455,0,2,.000,13,14,.929,.600,0,3,3,5,1,0,1,1,23,19.5,6.8,G-F,bryanko01
73,Kobe Bryant,1997-11-04,19-073,LAL,@,SAC,W 101-98,0,21,2,10,.200,2,8,.250,0,2,.000,0,0,,.200,2,1,3,3,2,1,3,1,4,0.9,-7.9,G-F,bryanko01
74,Kobe Bryant,1997-11-07,19-076,LAL,,NYK,W 99-94,0,20,1,9,.111,1,7,.143,0,2,.000,2,3,.667,.194,0,1,1,1,1,0,0,2,4,-1.1,-12.7,G-F,bryanko01
75,Kobe Bryant,1997-11-09,19-078,LAL,,GSW,W 132-97,0,24,11,18,.611,9,15,.600,2,3,.667,1,2,.500,.662,2,1,3,5,3,1,0,1,25,24.9,20.8,G-F,bryanko01
76,Kobe Bryant,1997-11-16,19-085,LAL,,VAN,W 121-95,0,16,2,6,.333,1,2,.500,1,4,.250,6,6,1.000,.637,0,1,1,1,0,0,2,2,11,5.8,-7.8,G-F,bryanko01
77,Kobe Bryant,1997-11-18,19-087,LAL,@,UTA,W 97-92,0,29,4,10,.400,4,8,.500,0,2,.000,11,12,.917,.622,1,4,5,2,0,2,2,2,19,15.1,6.3,G-F,bryanko01
78,Kobe Bryant,1997-11-19,19-088,LAL,,MIN,W 118-93,0,34,9,18,.500,8,13,.615,1,5,.200,1,1,1.000,.542,0,3,3,3,2,0,2,2,20,13.2,-0.7,G-F,bryanko01
79,Kobe Bryant,1997-11-23,19-092,LAL,,LAC,W 119-102,0,29,8,21,.381,8,19,.421,0,2,.000,8,9,.889,.481,3,2,5,4,4,0,1,3,24,19.4,7.1,G-F,bryanko01
80,Kobe Bryant,1997-11-25,19-094,LAL,@,MIA,L 86-103,0,27,7,21,.333,6,16,.375,1,5,.200,1,5,.200,.345,2,0,2,3,3,0,2,2,16,6.2,-0.5,G-F,bryanko01
81,Kobe Bryant,1997-11-26,19-095,LAL,@,BOS,W 118-103,0,28,5,11,.455,4,10,.400,1,1,1.000,3,8,.375,.482,2,3,5,2,1,0,7,1,14,3.6,-10.9,G-F,bryanko01
82,Kobe Bryant,1997-11-28,19-097,LAL,@,PHI,L 95-105,0,23,7,11,.636,4,6,.667,3,5,.600,2,5,.400,.720,1,1,2,1,0,1,4,4,19,9.7,-0.8,G-F,bryanko01
83,Kobe Bryant,1997-11-30,19-099,LAL,,TOR,W 105-99,0,19,2,8,.250,2,7,.286,0,1,.000,2,2,1.000,.338,0,5,5,3,1,0,2,3,6,2.6,-11.3,G-F,bryanko01
84,Kobe Bryant,1997-12-03,19-102,LAL,@,DEN,W 107-89,0,24,3,10,.300,2,7,.286,1,3,.333,3,4,.750,.425,1,3,4,5,0,2,2,1,10,7.9,0.9,G-F,bryanko01
85,Kobe Bryant,1997-12-05,19-104,LAL,,SAS,W 98-88,0,27,4,10,.400,3,7,.429,1,3,.333,8,8,1.000,.629,1,3,4,5,3,0,0,1,17,19.3,18.9,G-F,bryanko01
86,Kobe Bryant,1997-12-07,19-106,LAL,,CLE,L 84-94,0,29,5,15,.333,3,11,.273,2,4,.500,9,10,.900,.541,1,3,4,2,0,0,1,5,21,12.1,6.3,G-F,bryanko01
87,Kobe Bryant,1997-12-08,19-107,LAL,@,POR,L 99-105,0,25,6,14,.429,5,11,.455,1,3,.333,6,8,.750,.542,0,2,2,1,1,0,3,3,19,8.9,-2.5,G-F,bryanko01
88,Kobe Bryant,1997-12-10,19-109,LAL,@,GSW,L 92-93,0,30,7,15,.467,5,12,.417,2,3,.667,4,8,.500,.540,3,3,6,4,1,0,2,0,20,15.5,9.1,G-F,bryanko01
89,Kobe Bryant,1997-12-12,19-111,LAL,,HOU,W 119-102,0,26,8,15,.533,6,11,.545,2,4,.500,9,10,.900,.696,1,4,5,1,2,0,1,1,27,22.5,13.1,G-F,bryanko01
90,Kobe Bryant,1997-12-14,19-113,LAL,,DAL,W 119-89,0,32,12,21,.571,9,14,.643,3,7,.429,3,4,.750,.659,1,2,3,3,0,0,2,3,30,19.9,3.0,G-F,bryanko01
91,Kobe Bryant,1997-12-16,19-115,LAL,@,MIN,W 109-96,0,23,7,15,.467,7,13,.538,0,2,.000,5,5,1.000,.552,2,4,6,0,0,0,1,3,19,11.7,-0.4,G-F,bryanko01
92,Kobe Bryant,1997-12-17,19-116,LAL,@,CHI,L 83-104,0,29,12,20,.600,9,15,.600,3,5,.600,6,9,.667,.689,2,1,3,2,0,0,0,4,33,24.1,24.0,G-F,bryanko01
93,Kobe Bryant,1997-12-19,19-118,LAL,@,ATL,W 98-96,0,31,7,16,.438,6,12,.500,1,4,.250,4,6,.667,.510,1,1,2,1,3,0,2,2,19,11.7,2.6,G-F,bryanko01
94,Kobe Bryant,1997-12-20,19-119,LAL,@,CHH,W 109-100,0,26,5,14,.357,4,11,.364,1,3,.333,2,2,1.000,.437,1,0,1,1,0,0,1,3,13,4.4,-11.2,G-F,bryanko01
95,Kobe Bryant,1997-12-22,19-121,LAL,@,HOU,W 94-83,0,26,6,13,.462,4,9,.444,2,4,.500,5,6,.833,.607,2,3,5,0,2,1,2,3,19,13.7,9.8,G-F,bryanko01
96,Kobe Bryant,1997-12-26,19-125,LAL,,LAC,W 118-114 (OT),0,27,7,15,.467,5,10,.500,2,5,.400,0,1,.000,.518,0,1,1,2,0,1,1,4,16,7.7,-6.3,G-F,bryanko01
97,Kobe Bryant,1997-12-28,19-127,LAL,,BOS,L 102-108,0,26,5,11,.455,5,9,.556,0,2,.000,7,10,.700,.552,0,0,0,1,2,1,2,4,17,9.9,1.3,G-F,bryanko01
98,Kobe Bryant,1997-12-30,19-129,LAL,,SAC,W 93-80,0,28,4,10,.400,4,9,.444,0,1,.000,4,6,.667,.475,0,4,4,1,0,1,2,2,12,5.6,-4.8,G-F,bryanko01
99,Kobe Bryant,1998-01-02,19-132,LAL,,ATL,W 116-106,0,24,5,8,.625,3,5,.600,2,3,.667,0,0,,.750,1,2,3,4,2,0,3,1,12,11.1,4.9,G-F,bryanko01
100,Kobe Bryant,1998-01-04,19-134,LAL,,PHI,L 107-113,0,31,6,18,.333,5,15,.333,1,3,.333,7,11,.636,.438,2,4,6,4,2,0,0,5,20,13.6,2.9,G-F,bryanko01
101,Kobe Bryant,1998-01-06,19-136,LAL,@,VAN,W 100-87,0,25,6,10,.600,5,9,.556,1,1,1.000,3,3,1.000,.707,1,1,2,2,2,0,1,1,16,14.4,9.8,G-F,bryanko01
102,Kobe Bryant,1998-01-07,19-137,LAL,,MIL,W 114-102,0,20,4,7,.571,4,6,.667,0,1,.000,9,10,.900,.746,1,1,2,2,2,1,3,2,17,14.6,8.8,G-F,bryanko01
103,Kobe Bryant,1998-01-09,19-139,LAL,@,LAC,W 125-115,0,27,4,11,.364,4,9,.444,0,2,.000,7,7,1.000,.533,0,0,0,2,2,1,1,3,15,10.8,0.7,G-F,bryanko01
104,Kobe Bryant,1998-01-11,19-141,LAL,,CHH,L 93-98,0,14,3,9,.333,3,7,.429,0,2,.000,0,0,,.333,0,2,2,1,0,0,1,1,6,0.8,-14.4,G-F,bryanko01
105,Kobe Bryant,1998-01-14,19-144,LAL,,DEN,W 132-114,0,23,3,8,.375,2,5,.400,1,3,.333,7,8,.875,.608,1,2,3,5,0,0,2,1,14,11.6,-1.4,G-F,bryanko01
106,Kobe Bryant,1998-01-17,19-147,LAL,,MIA,W 108-99,0,27,6,9,.667,5,7,.714,1,2,.500,8,9,.889,.810,3,2,5,2,0,0,4,4,21,15.2,6.8,G-F,bryanko01
107,Kobe Bryant,1998-01-19,19-149,LAL,,ORL,W 92-89,0,31,4,7,.571,3,5,.600,1,2,.500,7,7,1.000,.794,1,1,2,1,1,1,1,0,16,15.1,7.5,G-F,bryanko01
108,Kobe Bryant,1998-01-21,19-151,LAL,@,PHO,W 119-109,0,34,7,12,.583,4,8,.500,3,4,.750,8,10,.800,.762,1,4,5,3,0,1,2,3,25,20.1,9.8,G-F,bryanko01
109,Kobe Bryant,1998-01-24,19-154,LAL,@,SEA,L 95-101,0,33,6,14,.429,5,10,.500,1,4,.250,5,8,.625,.514,1,3,4,0,0,1,3,5,18,6.7,-4.4,G-F,bryanko01
110,Kobe Bryant,1998-01-28,19-158,LAL,,NJN,L 95-106,0,35,10,19,.526,10,16,.625,0,3,.000,6,8,.750,.577,3,2,5,0,0,0,2,3,26,15.4,0.2,G-F,bryanko01
111,Kobe Bryant,1998-01-30,19-160,LAL,,MIN,W 121-114,0,30,7,16,.438,5,13,.385,2,3,.667,6,9,.667,.551,2,1,3,7,0,0,4,4,22,13.4,0.0,G-F,bryanko01
112,Kobe Bryant,1998-02-01,19-162,LAL,,CHI,W 112-87,0,26,7,16,.438,5,10,.500,2,6,.333,4,7,.571,.524,0,4,4,1,2,0,1,4,20,11.7,0.7,G-F,bryanko01
113,Kobe Bryant,1998-02-04,19-165,LAL,,POR,W 122-115,0,29,6,10,.600,5,8,.625,1,2,.500,13,13,1.000,.827,1,3,4,4,3,1,1,4,26,26.9,18.3,G-F,bryanko01
114,Kobe Bryant,1998-02-10,19-171,LAL,@,POR,L 105-117,1,30,6,13,.462,4,10,.400,2,3,.667,3,5,.600,.559,2,2,4,2,1,1,1,4,17,12.0,2.1,G-F,bryanko01
115,Kobe Bryant,1998-02-11,19-172,LAL,,GSW,W 105-99,0,22,5,11,.455,5,11,.455,0,0,,1,2,.500,.463,2,3,5,0,0,0,4,1,11,2.8,-15.1,G-F,bryanko01
116,Kobe Bryant,1998-02-13,19-174,LAL,,SEA,L 108-113 (OT),0,41,4,13,.308,4,9,.444,0,4,.000,7,7,1.000,.466,1,2,3,6,0,1,1,1,15,12.3,0.5,G-F,bryanko01
117,Kobe Bryant,1998-02-15,19-176,LAL,,HOU,L 88-90,0,33,8,15,.533,6,10,.600,2,5,.400,0,0,,.600,2,0,2,0,1,0,2,2,18,10.3,2.9,G-F,bryanko01
118,Kobe Bryant,1998-02-18,19-179,LAL,@,PHO,L 103-110,0,24,3,8,.375,3,7,.429,0,1,.000,2,2,1.000,.450,1,3,4,4,2,0,4,3,8,4.8,-4.0,G-F,bryanko01
119,Kobe Bryant,1998-02-19,19-180,LAL,,DEN,W 131-92,0,35,7,10,.700,7,10,.700,0,0,,7,8,.875,.777,1,3,4,7,0,0,0,1,21,22.5,8.5,G-F,bryanko01
120,Kobe Bryant,1998-02-22,19-183,LAL,@,ORL,L 94-96,0,37,6,15,.400,4,12,.333,2,3,.667,4,5,.800,.523,0,3,3,4,2,0,2,1,18,12.8,2.2,G-F,bryanko01
121,Kobe Bryant,1998-02-24,19-185,LAL,@,MIL,W 98-81,0,25,3,12,.250,2,11,.182,1,1,1.000,5,5,1.000,.423,1,4,5,2,0,0,1,2,12,6.3,-4.6,G-F,bryanko01
122,Kobe Bryant,1998-02-25,19-186,LAL,@,IND,W 96-89,0,23,1,8,.125,1,8,.125,0,0,,6,6,1.000,.376,2,1,3,2,1,0,6,3,8,-0.3,-14.6,G-F,bryanko01
123,Kobe Bryant,1998-02-27,19-188,LAL,@,MIN,W 104-91,0,26,4,12,.333,3,8,.375,1,4,.250,5,6,.833,.478,0,3,3,4,1,1,2,2,14,9.4,1.8,G-F,bryanko01
124,Kobe Bryant,1998-03-01,19-190,LAL,@,NYK,L 89-101,0,27,4,15,.267,3,10,.300,1,5,.200,5,5,1.000,.407,1,4,5,0,0,0,1,5,14,4.0,-7.1,G-F,bryanko01
125,Kobe Bryant,1998-03-02,19-191,LAL,@,WAS,L 86-96,0,12,2,7,.286,2,6,.333,0,1,.000,0,0,,.286,0,1,1,1,0,0,1,0,4,-0.1,-12.5,G-F,bryanko01
126,Kobe Bryant,1998-03-04,19-193,LAL,,IND,W 104-95,0,21,3,8,.375,3,8,.375,0,0,,9,14,.643,.530,1,2,3,1,0,0,4,3,15,5.4,-12.2,G-F,bryanko01
127,Kobe Bryant,1998-03-06,19-195,LAL,,SAS,W 91-84,0,21,1,6,.167,1,4,.250,0,2,.000,5,6,.833,.405,0,1,1,2,1,2,1,0,7,5.9,2.6,G-F,bryanko01
128,Kobe Bryant,1998-03-08,19-197,LAL,,DET,W 96-89,0,19,2,7,.286,2,5,.400,0,2,.000,0,0,,.286,1,2,3,0,1,0,1,0,4,1.2,-9.9,G-F,bryanko01
129,Kobe Bryant,1998-03-11,19-200,LAL,,POR,W 121-107,0,20,4,10,.400,3,8,.375,1,2,.500,4,5,.800,.533,1,1,2,2,0,0,1,2,13,7.8,-5.6,G-F,bryanko01
130,Kobe Bryant,1998-03-12,19-201,LAL,@,LAC,W 108-85,0,12,2,9,.222,1,7,.143,1,2,.500,1,2,.500,.304,0,3,3,1,0,0,4,1,6,-2.7,-25.4,G-F,bryanko01
131,Kobe Bryant,1998-03-15,19-204,LAL,@,VAN,W 119-110,0,25,4,7,.571,3,6,.500,1,1,1.000,4,7,.571,.645,1,2,3,5,0,2,1,0,13,13.7,6.7,G-F,bryanko01
132,Kobe Bryant,1998-03-16,19-205,LAL,@,SEA,L 89-101,0,14,0,1,.000,0,0,,0,1,.000,0,0,,.000,0,0,0,2,0,0,1,2,0,-1.1,-11.6,G-F,bryanko01
133,Kobe Bryant,1998-03-18,19-207,LAL,,PHO,W 99-93,0,28,1,10,.100,1,7,.143,0,3,.000,8,9,.889,.358,1,2,3,6,0,3,1,1,10,9.2,5.7,G-F,bryanko01
134,Kobe Bryant,1998-03-20,19-209,LAL,,SEA,W 93-80,0,18,3,7,.429,1,4,.250,2,3,.667,8,8,1.000,.760,1,0,1,2,2,0,2,1,16,14.0,20.3,G-F,bryanko01
135,Kobe Bryant,1998-03-22,19-211,LAL,@,SAC,W 96-93,0,25,2,9,.222,2,7,.286,0,2,.000,8,12,.667,.420,3,3,6,3,0,0,2,5,12,6.0,-3.9,G-F,bryanko01
136,Kobe Bryant,1998-03-23,19-212,LAL,@,DEN,W 107-86,0,32,8,12,.667,6,8,.750,2,4,.500,5,5,1.000,.810,0,3,3,3,2,0,2,1,23,20.4,11.6,G-F,bryanko01
137,Kobe Bryant,1998-03-25,19-214,LAL,,SAC,W 114-91,0,21,3,7,.429,2,4,.500,1,3,.333,4,5,.800,.598,1,0,1,3,0,0,5,2,11,3.9,-9.6,G-F,bryanko01
138,Kobe Bryant,1998-03-28,19-217,LAL,@,UTA,L 91-106,0,27,0,4,.000,0,2,.000,0,2,.000,2,2,1.000,.205,0,0,0,3,4,1,2,1,2,3.6,-0.4,G-F,bryanko01
139,Kobe Bryant,1998-03-29,19-218,LAL,,WAS,W 116-89,0,23,5,12,.417,5,11,.455,0,1,.000,5,5,1.000,.528,1,4,5,2,0,1,1,1,15,11.2,0.7,G-F,bryanko01
140,Kobe Bryant,1998-03-31,19-220,LAL,@,TOR,W 114-105,0,25,7,13,.538,5,9,.556,2,4,.500,1,1,1.000,.632,1,1,2,5,1,1,3,2,17,13.1,6.3,G-F,bryanko01
141,Kobe Bryant,1998-04-02,19-222,LAL,@,NJN,W 117-106,0,25,7,11,.636,6,9,.667,1,2,.500,5,9,.556,.668,1,3,4,2,1,0,2,4,20,13.9,4.9,G-F,bryanko01
142,Kobe Bryant,1998-04-03,19-223,LAL,@,CLE,W 105-93,0,23,3,8,.375,2,6,.333,1,2,.500,0,0,,.438,0,1,1,5,1,0,3,4,7,2.8,-4.6,G-F,bryanko01
143,Kobe Bryant,1998-04-05,19-225,LAL,@,DET,W 105-103 (OT),0,27,2,11,.182,2,7,.286,0,4,.000,2,2,1.000,.253,2,1,3,1,2,2,1,4,6,2.3,-5.4,G-F,bryanko01
144,Kobe Bryant,1998-04-08,19-228,LAL,,VAN,W 113-102,0,26,4,10,.400,3,5,.600,1,5,.200,5,6,.833,.554,0,1,1,4,0,2,5,3,14,6.5,-5.9,G-F,bryanko01
145,Kobe Bryant,1998-04-10,19-230,LAL,,PHO,L 105-114,0,29,2,11,.182,0,5,.000,2,6,.333,6,8,.750,.413,1,1,2,3,1,1,1,1,12,7.7,-0.4,G-F,bryanko01
146,Kobe Bryant,1998-04-11,19-231,LAL,@,GSW,W 96-84,0,24,4,9,.444,2,6,.333,2,3,.667,0,0,,.556,0,1,1,1,0,1,2,1,10,4.6,-0.1,G-F,bryanko01
147,Kobe Bryant,1998-04-13,19-233,LAL,@,SAS,W 99-75,0,26,5,10,.500,5,8,.625,0,2,.000,5,6,.833,.593,0,1,1,3,0,2,3,2,15,9.6,1.1,G-F,bryanko01
148,Kobe Bryant,1998-04-14,19-234,LAL,@,DAL,W 111-95,0,28,6,11,.545,5,10,.500,1,1,1.000,6,7,.857,.675,1,3,4,1,0,0,2,6,19,11.2,-0.7,G-F,bryanko01
149,Kobe Bryant,1998-04-17,19-237,LAL,,DAL,W 124-95,0,27,5,8,.625,4,5,.800,1,3,.333,6,7,.857,.767,1,6,7,4,0,0,3,3,17,14.1,1.9,G-F,bryanko01
150,Kobe Bryant,1998-04-19,19-239,LAL,,UTA,W 102-98,0,37,10,19,.526,9,14,.643,1,5,.200,4,6,.667,.578,1,1,2,3,2,2,2,1,25,19.0,8.4,G-F,bryanko01
151,Kobe Bryant,1999-02-05,20-166,LAL,,HOU,W 99-91,1,44,8,21,.381,6,18,.333,2,3,.667,7,9,.778,.501,2,8,10,2,2,3,2,4,25,18.4,3.6,G-F,bryanko01
152,Kobe Bryant,1999-02-07,20-168,LAL,,UTA,L 91-100,1,41,7,12,.583,7,11,.636,0,1,.000,2,2,1.000,.621,2,10,12,3,0,2,5,6,16,10.9,1.8,G-F,bryanko01
153,Kobe Bryant,1999-02-08,20-169,LAL,@,SAS,W 80-75,1,42,8,19,.421,7,15,.467,1,4,.250,2,2,1.000,.478,2,8,10,2,2,2,4,5,19,11.5,2.7,G-F,bryanko01
154,Kobe Bryant,1999-02-10,20-171,LAL,@,DEN,W 103-98,1,38,8,15,.533,7,13,.538,1,2,.500,4,5,.800,.610,1,9,10,5,1,0,3,5,21,16.2,-0.8,G-F,bryanko01
155,Kobe Bryant,1999-02-11,20-172,LAL,@,MIN,L 75-86,1,38,8,21,.381,8,18,.444,0,3,.000,8,9,.889,.481,2,8,10,2,2,1,1,1,24,18.6,8.6,G-F,bryanko01
156,Kobe Bryant,1999-02-14,20-175,LAL,,IND,L 99-101,1,35,6,12,.500,5,8,.625,1,4,.250,5,6,.833,.615,0,2,2,0,2,2,3,5,18,10.6,1.7,G-F,bryanko01
157,Kobe Bryant,1999-02-16,20-177,LAL,,CHH,W 116-88,1,31,8,14,.571,8,13,.615,0,1,.000,0,0,,.571,0,9,9,5,2,2,4,1,16,14.6,4.7,G-F,bryanko01
158,Kobe Bryant,1999-02-17,20-178,LAL,,DAL,W 101-88,1,31,8,15,.533,8,15,.533,0,0,,7,8,.875,.621,1,8,9,4,1,0,3,2,23,18.4,5.6,G-F,bryanko01
159,Kobe Bryant,1999-02-19,20-180,LAL,,SAS,W 106-94,1,42,9,19,.474,9,19,.474,0,0,,3,4,.750,.506,1,7,8,6,1,1,3,5,21,14.6,-0.1,G-F,bryanko01
160,Kobe Bryant,1999-02-21,20-182,LAL,@,SEA,L 89-92,1,40,8,20,.400,7,14,.500,1,6,.167,6,6,1.000,.508,4,9,13,2,1,0,4,5,23,14.1,0.7,G-F,bryanko01
161,Kobe Bryant,1999-02-22,20-183,LAL,@,DEN,L 113-117 (OT),1,46,8,15,.533,7,12,.583,1,3,.333,9,11,.818,.655,1,12,13,9,1,0,4,4,26,23.9,8.3,G-F,bryanko01
162,Kobe Bryant,1999-02-23,20-184,LAL,@,VAN,L 83-93,1,35,5,21,.238,5,15,.333,0,6,.000,1,3,.333,.246,2,3,5,2,0,0,5,5,11,-5.8,-19.9,G-F,bryanko01
163,Kobe Bryant,1999-02-25,20-186,LAL,@,LAC,W 115-100,1,25,2,6,.333,2,5,.400,0,1,.000,3,4,.750,.451,1,5,6,2,1,0,2,1,7,5.4,-8.4,G-F,bryanko01
164,Kobe Bryant,1999-02-26,20-187,LAL,,LAC,W 99-83,1,34,7,10,.700,7,10,.700,0,0,,8,10,.800,.764,0,4,4,0,1,2,6,6,22,12.2,-1.6,G-F,bryanko01
165,Kobe Bryant,1999-02-28,20-189,LAL,,HOU,W 106-90,1,40,8,20,.400,8,18,.444,0,2,.000,2,2,1.000,.431,0,5,5,3,1,1,4,2,18,7.7,-6.8,G-F,bryanko01
166,Kobe Bryant,1999-03-01,20-190,LAL,@,PHO,W 97-91,1,27,3,11,.273,3,10,.300,0,1,.000,4,5,.800,.379,1,3,4,2,1,1,3,5,10,2.8,-9.3,G-F,bryanko01
167,Kobe Bryant,1999-03-03,20-192,LAL,,PHO,W 101-95,1,42,11,19,.579,11,19,.579,0,0,,10,12,.833,.659,0,5,5,5,2,4,4,0,32,28.1,15.6,G-F,bryanko01
168,Kobe Bryant,1999-03-05,20-194,LAL,,SEA,W 103-100,1,43,8,15,.533,8,15,.533,0,0,,4,4,1.000,.597,2,3,5,2,1,1,2,2,20,15.3,0.3,G-F,bryanko01
169,Kobe Bryant,1999-03-07,20-196,LAL,@,UTA,W 97-89,1,38,7,16,.438,7,14,.500,0,2,.000,10,13,.769,.552,2,2,4,1,0,1,5,5,24,10.8,-2.1,G-F,bryanko01
170,Kobe Bryant,1999-03-09,20-198,LAL,@,LAC,W 103-99,1,28,4,7,.571,4,7,.571,0,0,,8,10,.800,.702,1,1,2,5,2,0,4,4,16,12.8,5.8,G-F,bryanko01
