"","Date","Opp","Result","GS","MP","FG","FGA","TwoP","TwoPA","ThreeP","ThreePA","FT","FTA","FTper","TSper","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","BPM"
"1136","2012-02-22","DAL","W 96-91",TRUE,38,"[-2.4,-0.9]","(-1.46,-0.00504]","[-2.17,-0.964]","(-1.29,-0.0334]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-1.88,-0.959]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(1.9,3.07]","[-1.82,-0.958]","[-2.37,-0.793]","[-3.22,-1.83]"
"1137","2012-02-23","OKC","L 85-100",TRUE,40,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(-0.793,0.779]","(-1.83,-0.439]"
"1138","2012-02-29","MIN","W 104-85",TRUE,33,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(0.399,1.48]","(0.373,1.54]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(0.723,1.9]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"1139","2012-03-02","SAC","W 115-107",TRUE,37,"(0.593,2.09]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.959,-0.0421]","(-0.244,1.34]","(1.78,3.17]","(-0.679,0.399]","(0.373,1.54]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(0.779,2.35]","(-0.439,0.949]"
"1140","2012-03-04","MIA","W 93-83",TRUE,39,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"1141","2012-03-06","DET","L 85-88 (OT)",TRUE,43,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","(1.44,2.88]","[-1.64,-0.464]","(-0.504,0.694]","(-0.959,-0.0421]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(-0.793,0.779]","(-1.83,-0.439]"
"1142","2012-03-07","WAS","L 101-106",TRUE,40,"(-0.9,0.593]","(1.45,2.91]","(-0.964,0.234]","(-0.0334,1.23]","(0.677,2.29]","(1.44,2.88]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","(1.01,2.1]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(-0.793,0.779]","(-0.439,0.949]"
"1143","2012-03-09","MIN","W 105-102",TRUE,38,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","(-0.00954,1.44]","(0.705,1.87]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","[-1.16,-0.069]","(0.68,2]","(-0.45,0.723]","(-0.102,0.753]","(0.779,2.35]","(-0.439,0.949]"
"1144","2012-03-11","BOS","W 97-94",TRUE,41,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","(0.677,2.29]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(0.723,1.9]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"1145","2012-03-13","MEM","W 116-111 (2OT)",TRUE,52,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(1.48,2.56]","(0.373,1.54]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(0.779,2.35]","(-0.439,0.949]"
"1146","2012-03-14","NOH","W 107-101 (OT)",TRUE,49,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","(-0.00954,1.44]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","(-0.069,1.01]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"1147","2012-03-16","MIN","W 97-92",TRUE,38,"(-0.9,0.593]","(-1.46,-0.00504]","[-2.17,-0.964]","(-1.29,-0.0334]","(2.29,3.91]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","[-1.16,-0.069]","(0.68,2]","(-0.45,0.723]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"1148","2012-03-18","UTA","L 99-103",TRUE,37,"[-2.4,-0.9]","(-1.46,-0.00504]","[-2.17,-0.964]","(-1.29,-0.0334]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","[-3.42,-1.83]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","(-0.069,1.01]","[-0.65,0.68]","(1.9,3.07]","(0.753,1.61]","[-2.37,-0.793]","[-3.22,-1.83]"
"1149","2012-03-20","HOU","L 104-107",TRUE,35,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"1150","2012-03-21","DAL","W 109-93",TRUE,35,"(-0.9,0.593]","(-1.46,-0.00504]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"1151","2012-03-23","POR","W 103-96",TRUE,36,"[-2.4,-0.9]","(-1.46,-0.00504]","[-2.17,-0.964]","(-1.29,-0.0334]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(-0.793,0.779]","(-1.83,-0.439]"
"1152","2012-03-25","MEM","L 96-102",TRUE,38,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","[-1.76,-0.517]","(-0.069,1.01]","[-0.65,0.68]","(-0.45,0.723]","(-0.102,0.753]","(-0.793,0.779]","(-1.83,-0.439]"
"1153","2012-03-27","GSW","W 104-101",TRUE,37,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","(-0.00954,1.44]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-1.83,-0.244]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"1154","2012-03-29","OKC","L 93-102",TRUE,41,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","(1.48,2.56]","(0.373,1.54]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","[-1.82,-0.958]","(-0.793,0.779]","(-1.83,-0.439]"
"1155","2012-03-31","NOH","W 88-85",TRUE,38,"[-2.4,-0.9]","(-0.00504,1.45]","[-2.17,-0.964]","(-1.29,-0.0334]","[-0.948,0.677]","(-0.00954,1.44]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","[-3.42,-1.83]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(-0.517,0.715]","(1.01,2.1]","[-0.65,0.68]","[-1.63,-0.45]","(0.753,1.61]","[-2.37,-0.793]","(-1.83,-0.439]"
"1156","2012-04-01","GSW","W 120-112",TRUE,37,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(1.23,2.49]","(0.677,2.29]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","[-1.97,-0.794]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(-0.102,0.753]","(0.779,2.35]","(-0.439,0.949]"
"1157","2012-04-03","NJN","W 91-87",TRUE,36,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","(0.677,2.29]","(-0.00954,1.44]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","(1.34,2.92]","[-0.995,0.398]","(0.399,1.48]","(0.373,1.54]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"1158","2012-04-04","LAC","W 113-108",TRUE,37,"(0.593,2.09]","(-1.46,-0.00504]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-1.88,-0.959]","(1.34,2.92]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(-0.793,0.779]","(0.949,2.34]"
"1159","2012-04-06","HOU","L 107-112",TRUE,37,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","[-1.82,-0.958]","(-0.793,0.779]","(-1.83,-0.439]"
"1160","2012-04-20","SAS","L 97-121",TRUE,30,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(-0.793,0.779]","(-1.83,-0.439]"
"1161","2012-04-22","OKC","W 114-106 (2OT)",TRUE,49,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"1162","2012-10-30","DAL","L 91-99",TRUE,35,"(-0.9,0.593]","(-1.46,-0.00504]","(0.234,1.43]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","[-3.71,-2.79]","(1.34,2.92]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.102,0.753]","(-0.793,0.779]","(-0.439,0.949]"
"1163","2012-10-31","POR","L 106-116",TRUE,38,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","(0.677,2.29]","(1.44,2.88]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","(1.9,3.07]","(1.61,2.47]","(-0.793,0.779]","(-1.83,-0.439]"
"1164","2012-11-02","LAC","L 95-105",TRUE,43,"(0.593,2.09]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(-0.504,0.694]","(-0.0421,0.879]","(1.34,2.92]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","(-0.069,1.01]","[-0.65,0.68]","(0.723,1.9]","[-1.82,-0.958]","(0.779,2.35]","(-0.439,0.949]"
"1165","2012-11-04","DET","W 108-79",TRUE,32,"[-2.4,-0.9]","[-2.92,-1.46]","[-2.17,-0.964]","[-2.56,-1.29]","(0.677,2.29]","(-0.00954,1.44]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(0.399,1.48]","(0.373,1.54]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(0.753,1.61]","[-2.37,-0.793]","(-0.439,0.949]"
"1166","2012-11-07","UTA","L 86-95",TRUE,37,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(1.87,3.04]","(1.89,3.09]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","(1.01,2.1]","[-0.65,0.68]","(0.723,1.9]","(-0.102,0.753]","(-0.793,0.779]","(-0.439,0.949]"
"1167","2012-11-09","GSW","W 101-77",TRUE,33,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(1.48,2.56]","(0.373,1.54]","(0.715,1.95]","(-0.069,1.01]","[-0.65,0.68]","(-0.45,0.723]","(-0.958,-0.102]","(-0.793,0.779]","(0.949,2.34]"
"1168","2012-11-11","SAC","W 103-90",TRUE,34,"(-0.9,0.593]","(-1.46,-0.00504]","[-2.17,-0.964]","(-1.29,-0.0334]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"1169","2012-11-13","SAS","L 82-84",TRUE,38,"(0.593,2.09]","(-1.46,-0.00504]","(0.234,1.43]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","[-1.82,-0.958]","(-0.793,0.779]","(0.949,2.34]"
"1170","2012-11-16","PHO","W 114-102",TRUE,38,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","(-0.00954,1.44]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(-0.793,0.779]","(-0.439,0.949]"
"1171","2012-11-18","HOU","W 119-108",TRUE,35,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-1.88,-0.959]","(-0.244,1.34]","[-0.995,0.398]","(1.48,2.56]","(1.54,2.71]","(1.95,3.18]","(1.01,2.1]","[-0.65,0.68]","(-0.45,0.723]","(0.753,1.61]","(-0.793,0.779]","(-0.439,0.949]"
"1172","2012-11-20","BRK","W 95-90",TRUE,39,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(0.753,1.61]","(-0.793,0.779]","(-0.439,0.949]"
"1173","2012-11-21","SAC","L 97-113",TRUE,39,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","(2.29,3.91]","(1.44,2.88]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(1.34,2.92]","[-0.995,0.398]","(-0.679,0.399]","[-1.97,-0.794]","[-1.76,-0.517]","(-0.069,1.01]","[-0.65,0.68]","(1.9,3.07]","(-0.102,0.753]","(0.779,2.35]","(-0.439,0.949]"
"1174","2012-11-23","MEM","L 98-106",TRUE,37,"(-0.9,0.593]","(-0.00504,1.45]","[-2.17,-0.964]","(-1.29,-0.0334]","(0.677,2.29]","(-0.00954,1.44]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","(-0.679,0.399]","[-1.97,-0.794]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(0.753,1.61]","(-0.793,0.779]","(-0.439,0.949]"
"1175","2012-11-24","DAL","W 115-89",TRUE,33,"(-0.9,0.593]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(0.723,1.9]","(-0.102,0.753]","(-0.793,0.779]","(-1.83,-0.439]"
"1176","2012-11-27","IND","L 77-79",TRUE,44,"(0.593,2.09]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","(2.29,3.91]","(1.44,2.88]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(1.48,2.56]","(1.54,2.71]","[-1.76,-0.517]","(1.01,2.1]","[-0.65,0.68]","(3.07,4.25]","(-0.958,-0.102]","(0.779,2.35]","(0.949,2.34]"
"1177","2012-11-30","DEN","W 122-103",TRUE,37,"[-2.4,-0.9]","(-1.46,-0.00504]","(-0.964,0.234]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","[-1.64,-0.464]","[-1.71,-0.504]","(-0.0421,0.879]","(-1.83,-0.244]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","(0.715,1.95]","(-0.069,1.01]","[-0.65,0.68]","(-0.45,0.723]","(1.61,2.47]","[-2.37,-0.793]","(-1.83,-0.439]"
"1178","2012-12-02","ORL","L 103-113",TRUE,39,"(0.593,2.09]","(-0.00504,1.45]","(0.234,1.43]","(1.23,2.49]","[-0.948,0.677]","[-1.46,-0.00954]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(0.399,1.48]","(0.373,1.54]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(0.779,2.35]","(-0.439,0.949]"
"1179","2012-12-04","HOU","L 105-107",TRUE,35,"(0.593,2.09]","(1.45,2.91]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","(1.44,2.88]","(-0.464,0.705]","(0.694,1.89]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","(-0.069,1.01]","[-0.65,0.68]","(-0.45,0.723]","(0.753,1.61]","(0.779,2.35]","(-0.439,0.949]"
"1180","2012-12-05","NOH","W 103-87",TRUE,34,"(-0.9,0.593]","(-1.46,-0.00504]","(0.234,1.43]","(-1.29,-0.0334]","[-0.948,0.677]","[-1.46,-0.00954]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","(1.01,2.1]","[-0.65,0.68]","[-1.63,-0.45]","[-1.82,-0.958]","(-0.793,0.779]","(0.949,2.34]"
"1181","2012-12-07","OKC","L 108-114",TRUE,44,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","(0.677,2.29]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","[-1.97,-0.794]","(0.715,1.95]","(1.01,2.1]","(0.68,2]","(0.723,1.9]","(1.61,2.47]","(0.779,2.35]","(-0.439,0.949]"
"1182","2012-12-09","UTA","L 110-117",TRUE,43,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-1.29,-0.0334]","(0.677,2.29]","(1.44,2.88]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","[-1.76,-0.679]","[-1.97,-0.794]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(0.779,2.35]","(-1.83,-0.439]"
"1183","2012-12-11","CLE","L 94-100",TRUE,41,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(-0.0334,1.23]","(0.677,2.29]","(1.44,2.88]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","(0.723,1.9]","[-1.82,-0.958]","(0.779,2.35]","(0.949,2.34]"
"1184","2012-12-13","NYK","L 107-116",TRUE,44,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-1.29,-0.0334]","(2.29,3.91]","(1.44,2.88]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","(0.398,1.78]","(1.48,2.56]","(1.54,2.71]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(0.723,1.9]","(1.61,2.47]","(-0.793,0.779]","(-0.439,0.949]"
"1185","2012-12-14","WAS","W 102-96",TRUE,44,"(-0.9,0.593]","(-0.00504,1.45]","(-0.964,0.234]","(-0.0334,1.23]","[-0.948,0.677]","(-0.00954,1.44]","(0.705,1.87]","(0.694,1.89]","(-0.0421,0.879]","(-1.83,-0.244]","(0.398,1.78]","(-0.679,0.399]","(0.373,1.54]","(0.715,1.95]","(-0.069,1.01]","[-0.65,0.68]","(-0.45,0.723]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"1186","2012-12-16","PHI","W 111-98",TRUE,40,"(0.593,2.09]","(-0.00504,1.45]","(0.234,1.43]","(-1.29,-0.0334]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(0.723,1.9]","[-1.82,-0.958]","(0.779,2.35]","(-0.439,0.949]"
"1187","2012-12-18","CHA","W 101-100",TRUE,43,"(-0.9,0.593]","(-0.00504,1.45]","(0.234,1.43]","(-0.0334,1.23]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.0421,0.879]","(-0.244,1.34]","[-0.995,0.398]","(0.399,1.48]","(-0.794,0.373]","(0.715,1.95]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","[-1.82,-0.958]","(-0.793,0.779]","(-0.439,0.949]"
"1188","2012-12-22","GSW","W 118-115 (OT)",TRUE,44,"(0.593,2.09]","(2.91,4.37]","(1.43,2.63]","(2.49,3.75]","[-0.948,0.677]","(-0.00954,1.44]","[-1.64,-0.464]","[-1.71,-0.504]","[-3.71,-2.79]","(-1.83,-0.244]","(0.398,1.78]","(0.399,1.48]","(1.54,2.71]","(-0.517,0.715]","[-1.16,-0.069]","[-0.65,0.68]","(-0.45,0.723]","(1.61,2.47]","(0.779,2.35]","(-1.83,-0.439]"
"1189","2012-12-25","NYK","W 100-94",TRUE,44,"(0.593,2.09]","(-0.00504,1.45]","(1.43,2.63]","(-0.0334,1.23]","[-0.948,0.677]","(-0.00954,1.44]","(-0.464,0.705]","(-0.504,0.694]","(-0.959,-0.0421]","(-0.244,1.34]","[-0.995,0.398]","(-0.679,0.399]","(-0.794,0.373]","[-1.76,-0.517]","[-1.16,-0.069]","[-0.65,0.68]","[-1.63,-0.45]","(-0.958,-0.102]","(0.779,2.35]","(-0.439,0.949]"
